index,rank,term,p-value,zscore,combined_score,overlap_genes,q-value,7,8,library
41,42,Legionellosis,8.415596317178728e-05,4.36336231884058,40.94072516000179,"['EEF1G', 'C3', 'NFKBIA', 'RAB1A', 'VCP', 'SAR1A', 'CASP3', 'CASP1', 'CYCS', 'MYD88', 'TLR2', 'HSPD1']",0.0005510211874343215,0,0,KEGG2019Mouse
42,43,Regulation of actin cytoskeleton,0.00010978628355483527,2.390568990042674,21.794757619453545,"['ITGB1', 'NCKAP1', 'ARPC1B', 'ARPC1A', 'ACTB', 'MYL12B', 'ACTG1', 'PPP1CB', 'GNA13', 'PPP1CC', 'TMSB4X', 'CFL1', 'GNA12', 'MAPK1', 'RAC1', 'GIT1', 'MAP2K1', 'GSN', 'FN1', 'MSN', 'ARPC4', 'ARPC5', 'GNG12', 'BAIAP2', 'ARPC2', 'ARPC3', 'PFN2']",0.0007021215808739465,0,0,KEGG2019Mouse
43,44,Toxoplasmosis,0.00012235568278525882,3.1311224489795917,28.20696181802083,"['ITGB1', 'STAT1', 'LAMA4', 'IL10RA', 'STAT3', 'IRGM1', 'TNFRSF1A', 'NFKBIA', 'SOCS1', 'CASP3', 'IGTP', 'CYCS', 'MAPK1', 'JAK2', 'MYD88', 'JAK1', 'TLR2']",0.0007647230174078676,0,0,KEGG2019Mouse
44,45,Autophagy,0.00013891188921778184,2.871021289625941,25.49946571407859,"['SH3GLB1', 'GABARAPL2', 'GABARAPL1', 'MAP2K1', 'RAB7', 'PTEN', 'HIF1A', 'GABARAP', 'VAMP8', 'PPP2CA', 'VMP1', 'LAMP1', 'RHEB', 'CTSL', 'LAMP2', 'MAPK1', 'PRKACB', 'CTSD', 'CTSB']",0.0008488764333713877,0,0,KEGG2019Mouse
45,46,Chemokine signaling pathway,0.00014199387612757759,2.443089133344487,21.645101847205403,"['CCL12', 'CXCL9', 'CX3CL1', 'CXCL16', 'RAP1B', 'GNG10', 'CCL8', 'CCL7', 'CCL5', 'CCL2', 'MAPK1', 'RAC1', 'CCL19', 'JAK2', 'PRKACB', 'MAP2K1', 'STAT1', 'STAT2', 'STAT3', 'GNG12', 'GNG11', 'NFKBIA', 'CXCL10', 'GNB4', 'GRB2']",0.0008488764333713877,0,0,KEGG2019Mouse
46,47,ECM-receptor interaction,0.0002264470192709599,3.395614748280357,28.499393057366838,"['ITGB1', 'SDC4', 'LAMA4', 'TNC', 'FN1', 'THBS2', 'THBS1', 'COL4A2', 'COL4A1', 'SPP1', 'COL6A3', 'CD47', 'AGRN', 'CD44']",0.0013249559638194462,0,0,KEGG2019Mouse
47,48,HIF-1 signaling pathway,0.0002513119660570685,3.0451707079717782,25.240858158068356,"['MAP2K1', 'CAMK2D', 'PDHA1', 'RPS6', 'STAT3', 'CYBB', 'TRF', 'ENO1', 'PDHB', 'HIF1A', 'RBX1', 'MAPK1', 'ELOB', 'TIMP1', 'ALDOA', 'GAPDH']",0.0014398081388686216,0,0,KEGG2019Mouse
48,49,Toll-like receptor signaling pathway,0.0004586674626924941,2.988763687293099,22.97517966232103,"['IFNAR2', 'MAP2K1', 'CXCL9', 'STAT1', 'NFKBIA', 'CXCL10', 'CCL5', 'IRF7', 'SPP1', 'MAPK1', 'IRF5', 'RAC1', 'MYD88', 'TLR3', 'TLR2']",0.0025516343623077638,0,0,KEGG2019Mouse
49,50,mTOR signaling pathway,0.0004687362839757283,2.5025721882975454,19.1833926377504,"['ATP6V1A', 'MAP2K1', 'ATP6V1G1', 'CAB39', 'WNT7B', 'RPS6', 'PTEN', 'SLC3A2', 'TNFRSF1A', 'RHEB', 'ATP6V1B2', 'ATP6V1H', 'MAPK1', 'GRB2', 'ATP6V1E1', 'SGK1', 'LAMTOR4', 'ATP6V1D', 'ATP6V1C1', 'ATP6V1F']",0.0025516343623077638,0,0,KEGG2019Mouse
50,51,TNF signaling pathway,0.00048048124486995927,2.849887068916431,21.775195859050903,"['MAP2K1', 'CCL12', 'VCAM1', 'CSF1', 'MLKL', 'IFI47', 'CX3CL1', 'TNFRSF1A', 'NFKBIA', 'CXCL10', 'CASP3', 'IRF1', 'CCL5', 'CCL2', 'MAPK1', 'DNM1L']",0.0025516343623077638,0,0,KEGG2019Mouse
51,52,Fluid shear stress and atherosclerosis,0.00048249086123637716,2.5682454267413006,19.612530961041504,"['MEF2A', 'CCL12', 'VCAM1', 'SDC4', 'GSTO1', 'SDC2', 'CYBA', 'ACTB', 'ACTG1', 'TNFRSF1A', 'SUMO1', 'CTSL', 'CCL2', 'CTNNB1', 'CALM3', 'RAC1', 'CALM1', 'CALM2', 'GSTM5']",0.0025516343623077638,0,0,KEGG2019Mouse
52,53,Prion diseases,0.0005130464197557866,5.133746678476528,38.8888715299167,"['C1QB', 'C1QA', 'STIP1', 'MAP2K1', 'CCL5', 'MAPK1', 'PRKACB', 'C1QC']",0.0026620333100536102,0,0,KEGG2019Mouse
53,54,Chagas disease (American trypanosomiasis),0.0007037077028039466,2.8523031113271755,20.705288951070624,"['C1QB', 'C1QA', 'CCL12', 'TNFRSF1A', 'C3', 'NFKBIA', 'PPP2CA', 'PPP2R1A', 'CCL5', 'GNAS', 'CCL2', 'MAPK1', 'MYD88', 'TLR2', 'C1QC']",0.003583696634649728,0,0,KEGG2019Mouse
54,55,Long-term potentiation,0.0013058392116177286,3.28084559756407,21.787798273189672,"['PPP1CB', 'RAP1B', 'PPP1CC', 'MAP2K1', 'CAMK2D', 'PPP3R1', 'MAPK1', 'CALM3', 'CALM1', 'PRKACB', 'CALM2']",0.0065291960580886425,0,0,KEGG2019Mouse
55,56,Malaria,0.001573797353915321,3.7545877659574467,24.23310021412217,"['CCL12', 'VCAM1', 'CD81', 'SDC2', 'CCL2', 'THBS2', 'THBS1', 'MYD88', 'TLR2']",0.0077284691486913075,0,0,KEGG2019Mouse
56,57,AGE-RAGE signaling pathway in diabetic complications,0.0017012081283575876,2.6904944678150686,17.155713631398243,"['CCL12', 'VCAM1', 'STAT1', 'STAT3', 'FN1', 'CYBB', 'COL3A1', 'COL4A2', 'COL4A1', 'CASP3', 'CCL2', 'MAPK1', 'RAC1', 'JAK2']",0.008207583075409414,0,0,KEGG2019Mouse
57,58,Apelin signaling pathway,0.0021597693729533208,2.351047815820543,14.430152747274164,"['MEF2A', 'GABARAPL2', 'GABARAPL1', 'MAP2K1', 'RPS6', 'GNG12', 'GNG11', 'GABARAP', 'GNA13', 'GNG10', 'GNB4', 'SPP1', 'MAPK1', 'CALM3', 'CALM1', 'PRKACB', 'CALM2']",0.010240285820037297,0,0,KEGG2019Mouse
58,59,Hepatitis B,0.002338733129859372,2.2091843072947723,13.383560839702003,"['MAP2K1', 'ATP6AP1', 'DDX58', 'STAT1', 'STAT2', 'STAT3', 'YWHAZ', 'NFKBIA', 'IFIH1', 'CASP3', 'IRF7', 'CYCS', 'MAPK1', 'GRB2', 'JAK2', 'MYD88', 'TLR3', 'JAK1', 'TLR2']",0.010900874757819106,0,0,KEGG2019Mouse
59,60,Amyotrophic lateral sclerosis (ALS),0.0024198367929749265,3.49208312716477,21.036501458196962,"['DAXX', 'PPP3R1', 'GPX1', 'CASP3', 'CASP1', 'CYCS', 'RAC1', 'RAB5A', 'TNFRSF1A']",0.011090918634468412,0,0,KEGG2019Mouse
60,61,Amoebiasis,0.0026969910006342645,2.5435944093848,15.046934326866465,"['RAB7', 'RAB5C', 'LAMA4', 'FN1', 'SERPINB9', 'COL3A1', 'COL4A2', 'SERPINB6A', 'COL4A1', 'CASP3', 'GNAS', 'PRKACB', 'RAB5A', 'TLR2']",0.012158565986465947,0,0,KEGG2019Mouse
61,62,Mitophagy,0.002765458263536099,3.149118548157573,18.55003686430158,"['GABARAPL2', 'FIS1', 'RAB7', 'GABARAPL1', 'UBB', 'CSNK2B', 'TAX1BP1', 'TOMM7', 'HIF1A', 'GABARAP']",0.012266145523748826,0,0,KEGG2019Mouse
62,63,Mineral absorption,0.003026690854541217,3.705737624249582,21.49433577694849,"['FTL1', 'FTH1', 'TRF', 'ATP1A3', 'MT2', 'ATP1B3', 'MT1', 'ATOX1']",0.013211745793632296,0,0,KEGG2019Mouse
63,64,Endocrine and other factor-regulated calcium reabsorption,0.0035920347444894896,3.26381822386679,18.372151767403647,"['CLTC', 'AP2S1', 'GNAS', 'CLTA', 'ATP1A3', 'ATP1B3', 'PRKACB', 'AP2M1', 'RAB11A']",0.015434524292728275,0,0,KEGG2019Mouse
64,65,Platelet activation,0.004903341092868513,2.2791686922702965,12.12025090701301,"['ITGB1', 'FCER1G', 'ACTB', 'ACTG1', 'MYL12B', 'PPP1CB', 'RAP1B', 'VAMP8', 'GNA13', 'PPP1CC', 'COL3A1', 'GNAS', 'MAPK1', 'TLN1', 'PRKACB']",0.020744904623674478,0,0,KEGG2019Mouse
65,66,Pyrimidine metabolism,0.005168865382414442,3.063504125054277,16.129661929768222,"['DCTD', 'DUT', 'PNP', 'NME2', 'CMPK1', 'CMPK2', 'TK1', 'UPP1', 'NT5C3']",0.02153693909339351,0,0,KEGG2019Mouse
66,67,Protein processing in endoplasmic reticulum,0.005338353714300549,2.076509198483868,10.866036172120154,"['VCP', 'SAR1A', 'RPN2', 'SSR4', 'PRKCSH', 'RRBP1', 'RAD23B', 'RBX1', 'OS9', 'DAD1', 'SEC61G', 'DNAJC5', 'BAG1', 'DNAJA2', 'SEC62', 'SKP1A', 'CRYAB', 'TXNDC5']",0.02191115330496494,0,0,KEGG2019Mouse
67,68,Pathways in cancer,0.00567191082595397,1.5451614711818793,7.991929298002052,"['ITGB1', 'CSF1R', 'CAMK2D', 'SPI1', 'LAMA4', 'PTEN', 'HIF1A', 'ETS1', 'GNA13', 'GNG10', 'CCND2', 'CASP3', 'GNA12', 'MAPK1', 'ELOB', 'RAC1', 'JAK2', 'SKP1A', 'PRKACB', 'JAK1', 'IFNAR2', 'MAP2K1', 'GSTO1', 'STAT1', 'STAT2', 'WNT7B', 'STAT3', 'FN1', 'GNG12', 'GNG11', 'PML', 'RBX1', 'NFKBIA', 'TRAF4', 'COL4A2', 'COL4A1', 'GNAS', 'GNB4', 'CTNNB1', 'CYCS', 'CALM3', 'GRB2', 'CALM1', 'CALM2', 'GSTM5']",0.022937874663784434,0,0,KEGG2019Mouse
68,69,Proximal tubule bicarbonate reclamation,0.006886139955116137,4.896591145292039,24.37642837694412,"['GLUD1', 'MDH1', 'ATP1A3', 'ATP1B3', 'GLS']",0.027444760690680255,0,0,KEGG2019Mouse
69,70,Cytosolic DNA-sensing pathway,0.0072350533543839865,2.8863031914893615,14.226061808794451,"['ZBP1', 'NFKBIA', 'CXCL10', 'DDX58', 'CCL5', 'CASP1', 'IRF7', 'ADAR', 'POLR2L']",0.028394510122384812,0,0,KEGG2019Mouse
70,71,B cell receptor signaling pathway,0.007330946249779351,2.6907004035835933,13.226543264989449,"['NFKBIA', 'IFITM1', 'MAP2K1', 'PPP3R1', 'CD81', 'MAPK1', 'PTPN6', 'GRB2', 'RAC1', 'PIK3AP1']",0.028394510122384812,0,0,KEGG2019Mouse
71,72,Dopaminergic synapse,0.009857534039959849,2.0881238859180034,9.646128464443539,"['CAMK2D', 'PPP2R5C', 'GNG12', 'GNG11', 'PPP1CB', 'PPP2CA', 'PPP1CC', 'GNG10', 'PPP2R1A', 'GNAS', 'GNB4', 'CALM3', 'CALM1', 'PRKACB', 'CALM2']",0.03721778916193357,0,0,KEGG2019Mouse
72,73,Central carbon metabolism in cancer,0.009879631304804185,2.728433268858801,12.59794059622488,"['MAP2K1', 'PKM', 'PDHA1', 'PTEN', 'MAPK1', 'PDHB', 'HIF1A', 'PFKP', 'GLS']",0.03721778916193357,0,0,KEGG2019Mouse
73,74,Ubiquitin mediated proteolysis,0.011936098423621363,2.0368679622625105,9.019634246907966,"['ANAPC13', 'UBA7', 'FBXW11', 'UBE2E1', 'UBE2L6', 'RNF7', 'PML', 'UBE2L3', 'RBX1', 'ANAPC11', 'SOCS1', 'ELOB', 'TRIP12', 'SKP1A', 'UBE2M']",0.04435712252021452,0,0,KEGG2019Mouse
74,75,Salivary secretion,0.012688108905823121,2.4525027402265254,10.710300267241465,"['CST3', 'LYZ2', 'GNAS', 'ATP1A3', 'ATP1B3', 'CALM3', 'KCNN4', 'CALM1', 'PRKACB', 'CALM2']",0.04652306598801811,0,0,KEGG2019Mouse
75,76,Antigen processing and presentation,0.012966950876527645,2.322818535422803,10.093462771983196,"['CD74', 'CTSL', 'PSME1', 'TAP1', 'PSME2', 'IFI30', 'B2M', 'CTSS', 'CTSB', 'TAPBP', 'LGMN']",0.04691988804006714,0,0,KEGG2019Mouse
76,77,Glycolysis / Gluconeogenesis,0.013193728079832264,2.58689471753485,11.196115798060124,"['PKM', 'PDHA1', 'AKR1A1', 'ENO1', 'PDHB', 'ALDOA', 'DLD', 'GAPDH', 'PFKP']",0.04712045742797238,0,0,KEGG2019Mouse
77,78,Thyroid hormone signaling pathway,0.013644411017461866,2.1273201451399064,9.13561743221215,"['MAP2K1', 'THRA', 'STAT1', 'ATP1A3', 'ATP1B3', 'HIF1A', 'ACTB', 'ACTG1', 'RHEB', 'MAPK1', 'CTNNB1', 'PRKACB', 'PFKP']",0.048105295253871964,0,0,KEGG2019Mouse
78,79,Amphetamine addiction,0.014462966223887786,2.542913811756221,10.77219981792776,"['PPP1CB', 'PPP1CC', 'CAMK2D', 'PPP3R1', 'GNAS', 'CALM3', 'CALM1', 'PRKACB', 'CALM2']",0.049102663105791866,0,0,KEGG2019Mouse
79,80,RIG-I-like receptor signaling pathway,0.014462966223887786,2.542913811756221,10.77219981792776,"['IFIH1', 'NFKBIA', 'CXCL10', 'DDX58', 'DHX58', 'IRF7', 'TRIM25', 'PIN1', 'ISG15']",0.049102663105791866,0,0,KEGG2019Mouse
80,81,Renal cell carcinoma,0.014462966223887786,2.542913811756221,10.77219981792776,"['RAP1B', 'MAP2K1', 'MAPK1', 'ELOB', 'GRB2', 'RAC1', 'ETS1', 'HIF1A', 'RBX1']",0.049102663105791866,0,0,KEGG2019Mouse
